customer_id,retention_segment,churn_probability,support_tickets_per_month,has_app,recommended_action,priority_band
2632,Critical: High Support & No App,0.41202040128354434,0.667,0,"Assign concierge support, fix pain points, drive app onboarding incentive",P1
14986,Critical: High Support & No App,0.4118959963731383,0.5,0,"Assign concierge support, fix pain points, drive app onboarding incentive",P1
4764,Critical: High Support & No App,0.41172043333244385,0.5,0,"Assign concierge support, fix pain points, drive app onboarding incentive",P1
15651,Critical: High Support & No App,0.4115663764513796,0.833,0,"Assign concierge support, fix pain points, drive app onboarding incentive",P1
16349,Critical: High Support & No App,0.4115520628314629,0.833,0,"Assign concierge support, fix pain points, drive app onboarding incentive",P1
739,Critical: High Support & No App,0.4114005183173413,0.667,0,"Assign concierge support, fix pain points, drive app onboarding incentive",P1
15057,Critical: High Support & No App,0.4113427980598704,0.5,0,"Assign concierge support, fix pain points, drive app onboarding incentive",P1
14014,Critical: High Support & No App,0.41116528669087216,0.667,0,"Assign concierge support, fix pain points, drive app onboarding incentive",P1
11379,Critical: High Support & No App,0.41036304304346005,0.833,0,"Assign concierge support, fix pain points, drive app onboarding incentive",P1
13511,Critical: High Support & No App,0.4101113383246356,0.5,0,"Assign concierge support, fix pain points, drive app onboarding incentive",P1
6281,Critical: High Support & No App,0.40930786410713316,0.5,0,"Assign concierge support, fix pain points, drive app onboarding incentive",P1
12139,Critical: High Support & No App,0.4082356986904206,0.5,0,"Assign concierge support, fix pain points, drive app onboarding incentive",P1
12872,Critical: High Support & No App,0.4081498447256514,0.5,0,"Assign concierge support, fix pain points, drive app onboarding incentive",P1
15696,App Adoption Opportunity,0.4080694566163447,0.333,0,Run app-install campaign with data/top-up incentives,P1
11786,Critical: High Support & No App,0.4075126308048577,0.5,0,"Assign concierge support, fix pain points, drive app onboarding incentive",P1
18065,Critical: High Support & No App,0.4073557431985939,0.833,0,"Assign concierge support, fix pain points, drive app onboarding incentive",P1
1016,Critical: High Support & No App,0.4062928045546878,0.5,0,"Assign concierge support, fix pain points, drive app onboarding incentive",P1
4373,Critical: High Support & No App,0.40617766963314866,1.0,0,"Assign concierge support, fix pain points, drive app onboarding incentive",P1
4175,Critical: High Support & No App,0.40542615434888396,0.5,0,"Assign concierge support, fix pain points, drive app onboarding incentive",P1
19523,Critical: High Support & No App,0.4053511968033848,0.5,0,"Assign concierge support, fix pain points, drive app onboarding incentive",P1
9561,App Adoption Opportunity,0.4053197288630767,0.167,0,Run app-install campaign with data/top-up incentives,P1
17327,App Adoption Opportunity,0.4048342015476499,0.333,0,Run app-install campaign with data/top-up incentives,P1
3334,Critical: High Support & No App,0.4046189387604013,0.5,0,"Assign concierge support, fix pain points, drive app onboarding incentive",P1
10442,Critical: High Support & No App,0.4044855822302184,0.667,0,"Assign concierge support, fix pain points, drive app onboarding incentive",P1
10475,Critical: High Support & No App,0.4040999958426444,0.667,0,"Assign concierge support, fix pain points, drive app onboarding incentive",P1
17260,Critical: High Support & No App,0.4039502523557125,0.667,0,"Assign concierge support, fix pain points, drive app onboarding incentive",P1
2862,Critical: High Support & No App,0.4038355954279232,0.833,0,"Assign concierge support, fix pain points, drive app onboarding incentive",P1
2239,Critical: High Support & No App,0.4036091564424492,0.5,0,"Assign concierge support, fix pain points, drive app onboarding incentive",P1
18514,Critical: High Support & No App,0.40358883192779543,0.667,0,"Assign concierge support, fix pain points, drive app onboarding incentive",P1
15361,Critical: High Support & No App,0.403374460703731,1.0,0,"Assign concierge support, fix pain points, drive app onboarding incentive",P1
8162,App Adoption Opportunity,0.4032221458864647,0.333,0,Run app-install campaign with data/top-up incentives,P1
8399,App Adoption Opportunity,0.40313074452001174,0.333,0,Run app-install campaign with data/top-up incentives,P1
17881,Critical: High Support & No App,0.40299663511167083,0.5,0,"Assign concierge support, fix pain points, drive app onboarding incentive",P1
7125,Critical: High Support & No App,0.402661345620686,0.5,0,"Assign concierge support, fix pain points, drive app onboarding incentive",P1
7139,Critical: High Support & No App,0.4024436339026365,0.667,0,"Assign concierge support, fix pain points, drive app onboarding incentive",P1
8432,App Adoption Opportunity,0.40186486501787383,0.167,0,Run app-install campaign with data/top-up incentives,P1
2764,App Adoption Opportunity,0.40168286955674376,0.167,0,Run app-install campaign with data/top-up incentives,P1
7344,Critical: High Support & No App,0.40162375540833123,0.5,0,"Assign concierge support, fix pain points, drive app onboarding incentive",P1
10159,Critical: High Support & No App,0.4012231561831147,0.667,0,"Assign concierge support, fix pain points, drive app onboarding incentive",P1
13786,Critical: High Support & No App,0.4010378686577272,0.833,0,"Assign concierge support, fix pain points, drive app onboarding incentive",P1
4785,App Adoption Opportunity,0.4005297436067598,0.333,0,Run app-install campaign with data/top-up incentives,P1
1602,App Adoption Opportunity,0.4001966604552039,0.167,0,Run app-install campaign with data/top-up incentives,P1
16133,App Adoption Opportunity,0.4001582970989991,0.333,0,Run app-install campaign with data/top-up incentives,P1
6777,App Adoption Opportunity,0.400120781992098,0.333,0,Run app-install campaign with data/top-up incentives,P1
14595,Critical: High Support & No App,0.40009682303485294,1.0,0,"Assign concierge support, fix pain points, drive app onboarding incentive",P1
10012,Critical: High Support & No App,0.39950460945065186,0.5,0,"Assign concierge support, fix pain points, drive app onboarding incentive",P1
4465,Critical: High Support & No App,0.3992705954210968,0.667,0,"Assign concierge support, fix pain points, drive app onboarding incentive",P1
16776,App Adoption Opportunity,0.3989136788406628,0.333,0,Run app-install campaign with data/top-up incentives,P1
1364,Critical: High Support & No App,0.39880950340554083,0.5,0,"Assign concierge support, fix pain points, drive app onboarding incentive",P1
14275,App Adoption Opportunity,0.3986013616093332,0.333,0,Run app-install campaign with data/top-up incentives,P1
2817,App Adoption Opportunity,0.39850044700934373,0.333,0,Run app-install campaign with data/top-up incentives,P1
12735,Critical: High Support & No App,0.39813769420946526,0.5,0,"Assign concierge support, fix pain points, drive app onboarding incentive",P1
11722,App Adoption Opportunity,0.3980848866703494,0.333,0,Run app-install campaign with data/top-up incentives,P1
11304,Critical: High Support & No App,0.3980594429024087,0.5,0,"Assign concierge support, fix pain points, drive app onboarding incentive",P1
3788,Critical: High Support & No App,0.39797922454687634,0.667,0,"Assign concierge support, fix pain points, drive app onboarding incentive",P1
13271,Critical: High Support & No App,0.3977666685337225,0.5,0,"Assign concierge support, fix pain points, drive app onboarding incentive",P1
12174,Critical: High Support & No App,0.39739717116597373,0.833,0,"Assign concierge support, fix pain points, drive app onboarding incentive",P1
19115,App Adoption Opportunity,0.39731364777469275,0.333,0,Run app-install campaign with data/top-up incentives,P1
2514,App Adoption Opportunity,0.39731213472847965,0.167,0,Run app-install campaign with data/top-up incentives,P1
11871,Critical: High Support & No App,0.3971676751468252,0.833,0,"Assign concierge support, fix pain points, drive app onboarding incentive",P1
1451,Critical: High Support & No App,0.39699940491883673,0.667,0,"Assign concierge support, fix pain points, drive app onboarding incentive",P1
14744,Critical: High Support & No App,0.39658327076266964,0.5,0,"Assign concierge support, fix pain points, drive app onboarding incentive",P1
3663,Critical: High Support & No App,0.39642961990815917,0.667,0,"Assign concierge support, fix pain points, drive app onboarding incentive",P1
11155,Critical: High Support & No App,0.39622347505701355,0.5,0,"Assign concierge support, fix pain points, drive app onboarding incentive",P1
10591,App Adoption Opportunity,0.39612727465709424,0.333,0,Run app-install campaign with data/top-up incentives,P1
6986,App Adoption Opportunity,0.39598648907852757,0.167,0,Run app-install campaign with data/top-up incentives,P1
6499,App Adoption Opportunity,0.3958634037521157,0.333,0,Run app-install campaign with data/top-up incentives,P1
18146,App Adoption Opportunity,0.39585761760001353,0.167,0,Run app-install campaign with data/top-up incentives,P1
19937,Critical: High Support & No App,0.3957896342953826,0.833,0,"Assign concierge support, fix pain points, drive app onboarding incentive",P1
4879,Critical: High Support & No App,0.39562323184165704,0.5,0,"Assign concierge support, fix pain points, drive app onboarding incentive",P1
2628,App Adoption Opportunity,0.39554520318379705,0.333,0,Run app-install campaign with data/top-up incentives,P1
9796,Critical: High Support & No App,0.39524351377339606,0.667,0,"Assign concierge support, fix pain points, drive app onboarding incentive",P1
15523,App Adoption Opportunity,0.39523714080105316,0.333,0,Run app-install campaign with data/top-up incentives,P1
1892,Critical: High Support & No App,0.39507464657175273,0.5,0,"Assign concierge support, fix pain points, drive app onboarding incentive",P1
2441,Critical: High Support & No App,0.39507405940598184,0.5,0,"Assign concierge support, fix pain points, drive app onboarding incentive",P1
19432,App Adoption Opportunity,0.3950203675401073,0.167,0,Run app-install campaign with data/top-up incentives,P1
14258,Critical: High Support & No App,0.39496046204715235,0.5,0,"Assign concierge support, fix pain points, drive app onboarding incentive",P1
14605,Critical: High Support & No App,0.3946181418497931,0.667,0,"Assign concierge support, fix pain points, drive app onboarding incentive",P1
1014,App Adoption Opportunity,0.3945387494510307,0.167,0,Run app-install campaign with data/top-up incentives,P1
17900,App Adoption Opportunity,0.39447227121941963,0.167,0,Run app-install campaign with data/top-up incentives,P1
12438,App Adoption Opportunity,0.39439276646415766,0.167,0,Run app-install campaign with data/top-up incentives,P1
4455,App Adoption Opportunity,0.39437594620555155,0.333,0,Run app-install campaign with data/top-up incentives,P1
16817,App Adoption Opportunity,0.3938298351814416,0.167,0,Run app-install campaign with data/top-up incentives,P1
8121,App Adoption Opportunity,0.39377874779332656,0.333,0,Run app-install campaign with data/top-up incentives,P1
17658,App Adoption Opportunity,0.3936902286116898,0.333,0,Run app-install campaign with data/top-up incentives,P1
6923,Critical: High Support & No App,0.39363990010901545,0.5,0,"Assign concierge support, fix pain points, drive app onboarding incentive",P1
15501,Critical: High Support & No App,0.3935703652505691,0.667,0,"Assign concierge support, fix pain points, drive app onboarding incentive",P1
5093,Critical: High Support & No App,0.39342586152408504,0.667,0,"Assign concierge support, fix pain points, drive app onboarding incentive",P1
11623,App Adoption Opportunity,0.39340787279240524,0.333,0,Run app-install campaign with data/top-up incentives,P1
8764,App Adoption Opportunity,0.3933150385800974,0.333,0,Run app-install campaign with data/top-up incentives,P1
2504,App Adoption Opportunity,0.39319324498242514,0.167,0,Run app-install campaign with data/top-up incentives,P1
12250,App Adoption Opportunity,0.39317316455028045,0.167,0,Run app-install campaign with data/top-up incentives,P1
6465,App Adoption Opportunity,0.39314756612507135,0.167,0,Run app-install campaign with data/top-up incentives,P1
2223,Critical: High Support & No App,0.3930891344058369,0.833,0,"Assign concierge support, fix pain points, drive app onboarding incentive",P1
1561,Critical: High Support & No App,0.3929720191977527,0.5,0,"Assign concierge support, fix pain points, drive app onboarding incentive",P1
7733,App Adoption Opportunity,0.39293650770715693,0.333,0,Run app-install campaign with data/top-up incentives,P1
9572,Critical: High Support & No App,0.39285037881846896,0.5,0,"Assign concierge support, fix pain points, drive app onboarding incentive",P1
1106,App Adoption Opportunity,0.3928483018612454,0.167,0,Run app-install campaign with data/top-up incentives,P1
4328,App Adoption Opportunity,0.39263165472609857,0.333,0,Run app-install campaign with data/top-up incentives,P1
1224,App Adoption Opportunity,0.3925589546628831,0.333,0,Run app-install campaign with data/top-up incentives,P1
3869,App Adoption Opportunity,0.39250792043087895,0.167,0,Run app-install campaign with data/top-up incentives,P1
381,App Adoption Opportunity,0.39233473798092083,0.167,0,Run app-install campaign with data/top-up incentives,P1
13405,Critical: High Support & No App,0.392173980359029,1.0,0,"Assign concierge support, fix pain points, drive app onboarding incentive",P1
17214,App Adoption Opportunity,0.392172481259971,0.333,0,Run app-install campaign with data/top-up incentives,P1
17319,App Adoption Opportunity,0.39211840819773247,0.167,0,Run app-install campaign with data/top-up incentives,P1
9437,Critical: High Support & No App,0.39205966195489056,0.667,0,"Assign concierge support, fix pain points, drive app onboarding incentive",P1
1659,App Adoption Opportunity,0.3920200680158221,0.167,0,Run app-install campaign with data/top-up incentives,P1
7962,App Adoption Opportunity,0.39175315079378187,0.167,0,Run app-install campaign with data/top-up incentives,P1
10054,Critical: High Support & No App,0.3917136550094883,0.5,0,"Assign concierge support, fix pain points, drive app onboarding incentive",P1
9305,Critical: High Support & No App,0.39160903010789766,0.667,0,"Assign concierge support, fix pain points, drive app onboarding incentive",P1
3313,App Adoption Opportunity,0.39158829741995893,0.167,0,Run app-install campaign with data/top-up incentives,P1
17672,Critical: High Support & No App,0.39145604814898405,0.667,0,"Assign concierge support, fix pain points, drive app onboarding incentive",P1
5333,App Adoption Opportunity,0.39135297478152603,0.167,0,Run app-install campaign with data/top-up incentives,P1
13489,App Adoption Opportunity,0.39133233323514655,0.167,0,Run app-install campaign with data/top-up incentives,P1
17671,Critical: High Support & No App,0.391269275507304,0.667,0,"Assign concierge support, fix pain points, drive app onboarding incentive",P1
4596,Critical: High Support & No App,0.3912181200655823,0.833,0,"Assign concierge support, fix pain points, drive app onboarding incentive",P1
13010,App Adoption Opportunity,0.39114819526380373,0.333,0,Run app-install campaign with data/top-up incentives,P1
10913,Critical: High Support & No App,0.3911184797008177,0.5,0,"Assign concierge support, fix pain points, drive app onboarding incentive",P1
813,App Adoption Opportunity,0.39082258559423266,0.167,0,Run app-install campaign with data/top-up incentives,P1
4358,App Adoption Opportunity,0.39077967937351177,0.167,0,Run app-install campaign with data/top-up incentives,P1
14384,App Adoption Opportunity,0.3907460469574962,0.333,0,Run app-install campaign with data/top-up incentives,P1
15473,App Adoption Opportunity,0.39059706904228375,0.333,0,Run app-install campaign with data/top-up incentives,P1
14691,Critical: High Support & No App,0.3905192640736768,0.5,0,"Assign concierge support, fix pain points, drive app onboarding incentive",P1
10301,App Adoption Opportunity,0.39039617745187183,0.333,0,Run app-install campaign with data/top-up incentives,P1
5974,App Adoption Opportunity,0.39003565000541107,0.0,0,Run app-install campaign with data/top-up incentives,P1
6419,App Adoption Opportunity,0.3898985560172322,0.167,0,Run app-install campaign with data/top-up incentives,P1
16603,App Adoption Opportunity,0.3898558842158574,0.333,0,Run app-install campaign with data/top-up incentives,P1
19810,App Adoption Opportunity,0.389849544134229,0.167,0,Run app-install campaign with data/top-up incentives,P1
12670,App Adoption Opportunity,0.38973145537777837,0.333,0,Run app-install campaign with data/top-up incentives,P1
7944,App Adoption Opportunity,0.3897056449208828,0.167,0,Run app-install campaign with data/top-up incentives,P1
779,App Adoption Opportunity,0.3896629943319262,0.167,0,Run app-install campaign with data/top-up incentives,P1
16464,App Adoption Opportunity,0.389620409088364,0.167,0,Run app-install campaign with data/top-up incentives,P1
12114,App Adoption Opportunity,0.3895104205678784,0.333,0,Run app-install campaign with data/top-up incentives,P1
10766,App Adoption Opportunity,0.3895092972718444,0.167,0,Run app-install campaign with data/top-up incentives,P1
3386,App Adoption Opportunity,0.3894376183516627,0.167,0,Run app-install campaign with data/top-up incentives,P1
10398,App Adoption Opportunity,0.38941955223430097,0.167,0,Run app-install campaign with data/top-up incentives,P1
10066,App Adoption Opportunity,0.38937387909491733,0.167,0,Run app-install campaign with data/top-up incentives,P1
15131,App Adoption Opportunity,0.3891797143510379,0.167,0,Run app-install campaign with data/top-up incentives,P1
15262,App Adoption Opportunity,0.3891709775008533,0.333,0,Run app-install campaign with data/top-up incentives,P1
7343,App Adoption Opportunity,0.389037829711322,0.167,0,Run app-install campaign with data/top-up incentives,P1
9504,Critical: High Support & No App,0.38902444094494354,0.5,0,"Assign concierge support, fix pain points, drive app onboarding incentive",P1
11863,App Adoption Opportunity,0.3889787280388738,0.333,0,Run app-install campaign with data/top-up incentives,P1
18011,Critical: High Support & No App,0.38897094950651584,0.667,0,"Assign concierge support, fix pain points, drive app onboarding incentive",P1
19147,App Adoption Opportunity,0.38892248210601144,0.167,0,Run app-install campaign with data/top-up incentives,P1
5759,App Adoption Opportunity,0.3888841422429797,0.167,0,Run app-install campaign with data/top-up incentives,P1
18773,App Adoption Opportunity,0.3886237530468196,0.167,0,Run app-install campaign with data/top-up incentives,P1
488,App Adoption Opportunity,0.3885474962511008,0.333,0,Run app-install campaign with data/top-up incentives,P1
4786,Critical: High Support & No App,0.388372292603734,0.5,0,"Assign concierge support, fix pain points, drive app onboarding incentive",P1
15101,Critical: High Support & No App,0.38830057460190576,1.0,0,"Assign concierge support, fix pain points, drive app onboarding incentive",P1
15618,App Adoption Opportunity,0.38812660985254993,0.167,0,Run app-install campaign with data/top-up incentives,P1
4863,App Adoption Opportunity,0.3880850387088412,0.167,0,Run app-install campaign with data/top-up incentives,P1
6646,App Adoption Opportunity,0.3878455824991244,0.333,0,Run app-install campaign with data/top-up incentives,P1
18741,App Adoption Opportunity,0.38772201072987134,0.333,0,Run app-install campaign with data/top-up incentives,P1
10298,App Adoption Opportunity,0.3876977258915027,0.167,0,Run app-install campaign with data/top-up incentives,P1
15556,Critical: High Support & No App,0.3876521325320112,0.833,0,"Assign concierge support, fix pain points, drive app onboarding incentive",P1
18253,App Adoption Opportunity,0.3876256840656755,0.333,0,Run app-install campaign with data/top-up incentives,P1
1619,App Adoption Opportunity,0.3875584984965666,0.333,0,Run app-install campaign with data/top-up incentives,P1
16892,Critical: High Support & No App,0.3875552927369519,0.667,0,"Assign concierge support, fix pain points, drive app onboarding incentive",P1
1722,App Adoption Opportunity,0.38753978211308326,0.333,0,Run app-install campaign with data/top-up incentives,P1
8489,App Adoption Opportunity,0.3874799960349052,0.167,0,Run app-install campaign with data/top-up incentives,P1
892,App Adoption Opportunity,0.38742461262119543,0.333,0,Run app-install campaign with data/top-up incentives,P1
5462,App Adoption Opportunity,0.38740941166046106,0.167,0,Run app-install campaign with data/top-up incentives,P1
15773,App Adoption Opportunity,0.387408767718219,0.167,0,Run app-install campaign with data/top-up incentives,P1
14557,Critical: High Support & No App,0.3874074823255281,0.5,0,"Assign concierge support, fix pain points, drive app onboarding incentive",P1
12830,Critical: High Support & No App,0.3874007186529384,0.667,0,"Assign concierge support, fix pain points, drive app onboarding incentive",P1
15182,App Adoption Opportunity,0.38737135429927017,0.333,0,Run app-install campaign with data/top-up incentives,P1
5640,Critical: High Support & No App,0.3872490682734373,0.667,0,"Assign concierge support, fix pain points, drive app onboarding incentive",P1
16428,App Adoption Opportunity,0.3870859283071098,0.0,0,Run app-install campaign with data/top-up incentives,P1
15789,Critical: High Support & No App,0.38702640087264695,0.5,0,"Assign concierge support, fix pain points, drive app onboarding incentive",P1
18067,Critical: High Support & No App,0.38697063336153714,0.833,0,"Assign concierge support, fix pain points, drive app onboarding incentive",P1
11299,Critical: High Support & No App,0.3869522078908158,0.5,0,"Assign concierge support, fix pain points, drive app onboarding incentive",P1
13315,App Adoption Opportunity,0.3869335587974366,0.167,0,Run app-install campaign with data/top-up incentives,P1
18367,Critical: High Support & No App,0.3869220238931582,0.5,0,"Assign concierge support, fix pain points, drive app onboarding incentive",P1
14608,Critical: High Support & No App,0.38685045941754054,0.833,0,"Assign concierge support, fix pain points, drive app onboarding incentive",P1
16128,App Adoption Opportunity,0.38681734456886574,0.167,0,Run app-install campaign with data/top-up incentives,P1
8795,Critical: High Support & No App,0.3868139730034011,0.5,0,"Assign concierge support, fix pain points, drive app onboarding incentive",P1
2602,Critical: High Support & No App,0.38678270241394797,0.5,0,"Assign concierge support, fix pain points, drive app onboarding incentive",P1
14174,App Adoption Opportunity,0.38674790113224194,0.333,0,Run app-install campaign with data/top-up incentives,P1
10885,Critical: High Support & No App,0.38673153285517564,0.667,0,"Assign concierge support, fix pain points, drive app onboarding incentive",P1
6076,App Adoption Opportunity,0.38665940817951283,0.333,0,Run app-install campaign with data/top-up incentives,P1
12293,App Adoption Opportunity,0.38650500572361,0.333,0,Run app-install campaign with data/top-up incentives,P1
11576,Critical: High Support & No App,0.38649197466966084,0.833,0,"Assign concierge support, fix pain points, drive app onboarding incentive",P1
16391,App Adoption Opportunity,0.3864486096565611,0.167,0,Run app-install campaign with data/top-up incentives,P1
2775,App Adoption Opportunity,0.3864386155470716,0.333,0,Run app-install campaign with data/top-up incentives,P1
12378,App Adoption Opportunity,0.3864256208726552,0.167,0,Run app-install campaign with data/top-up incentives,P1
11983,App Adoption Opportunity,0.3863631967175627,0.167,0,Run app-install campaign with data/top-up incentives,P1
11124,Critical: High Support & No App,0.38631759062918225,0.5,0,"Assign concierge support, fix pain points, drive app onboarding incentive",P1
5802,App Adoption Opportunity,0.3862932887094243,0.167,0,Run app-install campaign with data/top-up incentives,P1
17347,Critical: High Support & No App,0.3862762868813113,0.5,0,"Assign concierge support, fix pain points, drive app onboarding incentive",P1
10720,App Adoption Opportunity,0.38624954475942896,0.167,0,Run app-install campaign with data/top-up incentives,P1
12251,Critical: High Support & No App,0.386220102011372,0.833,0,"Assign concierge support, fix pain points, drive app onboarding incentive",P1
8056,App Adoption Opportunity,0.3861848083259875,0.167,0,Run app-install campaign with data/top-up incentives,P1
4288,App Adoption Opportunity,0.38610809922157385,0.333,0,Run app-install campaign with data/top-up incentives,P1
11450,App Adoption Opportunity,0.3861049549173062,0.167,0,Run app-install campaign with data/top-up incentives,P1
8144,App Adoption Opportunity,0.3860830684569051,0.333,0,Run app-install campaign with data/top-up incentives,P1
7177,App Adoption Opportunity,0.3860671409992222,0.333,0,Run app-install campaign with data/top-up incentives,P1
12756,App Adoption Opportunity,0.3859301201708506,0.167,0,Run app-install campaign with data/top-up incentives,P1
11290,Critical: High Support & No App,0.3858890117426972,0.5,0,"Assign concierge support, fix pain points, drive app onboarding incentive",P1
5687,Critical: High Support & No App,0.38583596946482546,0.5,0,"Assign concierge support, fix pain points, drive app onboarding incentive",P1
9272,Critical: High Support & No App,0.38579033564605314,0.5,0,"Assign concierge support, fix pain points, drive app onboarding incentive",P1
2242,Critical: High Support & No App,0.38576889606480175,0.5,0,"Assign concierge support, fix pain points, drive app onboarding incentive",P1
9487,App Adoption Opportunity,0.38573196722870207,0.167,0,Run app-install campaign with data/top-up incentives,P1
3159,App Adoption Opportunity,0.38556971964430076,0.167,0,Run app-install campaign with data/top-up incentives,P1
10260,Critical: High Support & No App,0.3855547826848949,0.5,0,"Assign concierge support, fix pain points, drive app onboarding incentive",P1
17054,App Adoption Opportunity,0.3854932681338327,0.167,0,Run app-install campaign with data/top-up incentives,P1
1286,Critical: High Support & No App,0.3854791391948399,0.5,0,"Assign concierge support, fix pain points, drive app onboarding incentive",P1
6442,App Adoption Opportunity,0.38546180276280895,0.167,0,Run app-install campaign with data/top-up incentives,P1
14936,App Adoption Opportunity,0.38544268827733275,0.167,0,Run app-install campaign with data/top-up incentives,P1
1807,App Adoption Opportunity,0.3854343595788346,0.167,0,Run app-install campaign with data/top-up incentives,P1
17193,App Adoption Opportunity,0.38539360576309517,0.0,0,Run app-install campaign with data/top-up incentives,P1
14593,Critical: High Support & No App,0.38538186273728736,0.5,0,"Assign concierge support, fix pain points, drive app onboarding incentive",P1
2077,App Adoption Opportunity,0.3853460288286602,0.167,0,Run app-install campaign with data/top-up incentives,P1
750,App Adoption Opportunity,0.3853342902036415,0.333,0,Run app-install campaign with data/top-up incentives,P1
18508,App Adoption Opportunity,0.3852324034072037,0.167,0,Run app-install campaign with data/top-up incentives,P1
3430,Critical: High Support & No App,0.3851418783730059,0.667,0,"Assign concierge support, fix pain points, drive app onboarding incentive",P1
19892,App Adoption Opportunity,0.38513562915870386,0.333,0,Run app-install campaign with data/top-up incentives,P1
8141,Critical: High Support & No App,0.38510301886445647,0.5,0,"Assign concierge support, fix pain points, drive app onboarding incentive",P1
15801,Critical: High Support & No App,0.3850331739537166,0.5,0,"Assign concierge support, fix pain points, drive app onboarding incentive",P1
